,,CATALOGO DE COLONIAS DEL ESTADO DE DISTRITO FEDERAL,CATALOGO DE COLONIAS ,,,,,,,,
,,,,,,,,,,,
,ID,ENTIDAD,DISTRITO,MUNICIPIO,NOMBRE DEL MUNICIPIO,SECCION,TIPO DE SECCION,TIPO DE COLONIA,NOMBRE DE LA COLONIA,CP,CONTROL
,922,9,6,10,ALVARO OBREGON,3464,URBANO(A),COLONIA,TLACOPAC,1040,965
,919,9,6,10,ALVARO OBREGON,3465,URBANO(A),COLONIA,CAMPESTRE,1040,962
,1010,9,6,10,ALVARO OBREGON,3465,URBANO(A),COLONIA,SAN ANGEL INN,1020,1062
,922,9,6,10,ALVARO OBREGON,3465,URBANO(A),COLONIA,TLACOPAC,1040,965
,1011,9,6,10,ALVARO OBREGON,3466,URBANO(A),COLONIA,ALTAVISTA,1060,1063
,1010,9,6,10,ALVARO OBREGON,3466,URBANO(A),COLONIA,SAN ANGEL INN,1020,1062
,1013,9,6,10,ALVARO OBREGON,3467,URBANO(A),COLONIA,SAN ANGEL,1000,1065
,1010,9,6,10,ALVARO OBREGON,3467,URBANO(A),COLONIA,SAN ANGEL INN,1020,1062
,1014,9,6,10,ALVARO OBREGON,3468,URBANO(A),CONJUNTO HABITACIONAL,DE GUADALUPE,1050,1066
,1007,9,6,10,ALVARO OBREGON,3468,URBANO(A),COLONIA,FLORIDA,1030,1058
,1020,9,6,10,ALVARO OBREGON,3469,URBANO(A),COLONIA,CHIMALISTAC,1070,1073
,1013,9,6,10,ALVARO OBREGON,3470,URBANO(A),COLONIA,SAN ANGEL,1000,1065
,1013,9,6,10,ALVARO OBREGON,3471,URBANO(A),COLONIA,SAN ANGEL,1000,1065
,1010,9,6,10,ALVARO OBREGON,3471,URBANO(A),COLONIA,SAN ANGEL INN,1020,1062
,1013,9,6,10,ALVARO OBREGON,3472,URBANO(A),COLONIA,SAN ANGEL,1000,1065
,874,9,6,10,ALVARO OBREGON,3504,URBANO(A),COLONIA,ATLAMAYA,1760,915
,855,9,6,10,ALVARO OBREGON,3505,URBANO(A),COLONIA,AGUILAS PILARES,1710,895
,872,9,6,10,ALVARO OBREGON,3505,URBANO(A),COLONIA,FLOR DE MARIA,1760,913
,861,9,6,10,ALVARO OBREGON,3522,URBANO(A),COLONIA,SAN CLEMENTE,1740,901
,869,9,6,10,ALVARO OBREGON,3525,URBANO(A),AMPLIACION,LAS AGUILAS,1710,910
,891,9,6,10,ALVARO OBREGON,3527,URBANO(A),COLONIA,LA HERRADURA,1760,932
,892,9,6,10,ALVARO OBREGON,3527,URBANO(A),COLONIA,LOMAS DE SAN ANGEL INN,1790,933
,891,9,6,10,ALVARO OBREGON,3528,URBANO(A),COLONIA,LA HERRADURA,1760,932
,892,9,6,10,ALVARO OBREGON,3528,URBANO(A),COLONIA,LOMAS DE SAN ANGEL INN,1790,933
,887,9,6,10,ALVARO OBREGON,3528,URBANO(A),COLONIA,LOMAS DE TETELPAN,1790,928
,889,9,6,10,ALVARO OBREGON,3529,URBANO(A),COLONIA,LOMAS DE LOS ANGELES TETELPAN,1790,930
,887,9,6,10,ALVARO OBREGON,3530,URBANO(A),COLONIA,LOMAS DE TETELPAN,1790,928
,886,9,6,10,ALVARO OBREGON,3531,URBANO(A),COLONIA,SAN AGUSTIN,1700,927
,884,9,6,10,ALVARO OBREGON,3532,URBANO(A),COLONIA,EL MIRADOR,1708,925
,883,9,6,10,ALVARO OBREGON,3532,URBANO(A),COLONIA,TECALCAPA,1700,924
,882,9,6,10,ALVARO OBREGON,3533,URBANO(A),COLONIA,ENCINO,1700,923
,880,9,6,10,ALVARO OBREGON,3533,URBANO(A),COLONIA,LA PEÑITA,1700,921
,857,9,6,10,ALVARO OBREGON,3535,URBANO(A),COLONIA,LOMAS DE GUADALUPE,1720,897
,876,9,6,10,ALVARO OBREGON,3539,URBANO(A),COLONIA,ALCANTARILLA,1729,917
,878,9,6,10,ALVARO OBREGON,3539,URBANO(A),COLONIA,OCOTILLOS,1700,919
,897,9,6,10,ALVARO OBREGON,3539,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,879,9,6,10,ALVARO OBREGON,3540,URBANO(A),COLONIA,LA JOYITA,1700,920
,857,9,6,10,ALVARO OBREGON,3540,URBANO(A),COLONIA,LOMAS DE GUADALUPE,1720,897
,904,9,6,10,ALVARO OBREGON,3540,URBANO(A),COLONIA,TETELPAN,1700,946
,880,9,6,10,ALVARO OBREGON,3541,URBANO(A),COLONIA,LA PEÑITA,1700,921
,904,9,6,10,ALVARO OBREGON,3541,URBANO(A),COLONIA,TETELPAN,1700,946
,897,9,6,10,ALVARO OBREGON,3542,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,908,9,6,10,ALVARO OBREGON,3542,URBANO(A),COLONIA,SEGUNDA DEL MORAL,1700,950
,904,9,6,10,ALVARO OBREGON,3542,URBANO(A),COLONIA,TETELPAN,1700,946
,905,9,6,10,ALVARO OBREGON,3542,URBANO(A),PUEBLO,TETELPAN,1700,947
,889,9,6,10,ALVARO OBREGON,3543,URBANO(A),COLONIA,LOMAS DE LOS ANGELES TETELPAN,1790,930
,897,9,6,10,ALVARO OBREGON,3544,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,892,9,6,10,ALVARO OBREGON,3545,URBANO(A),COLONIA,LOMAS DE SAN ANGEL INN,1790,933
,917,9,6,10,ALVARO OBREGON,3546,URBANO(A),COLONIA,PROGRESO TIZAPAN,1080,960
,917,9,6,10,ALVARO OBREGON,3547,URBANO(A),COLONIA,PROGRESO TIZAPAN,1080,960
,917,9,6,10,ALVARO OBREGON,3548,URBANO(A),COLONIA,PROGRESO TIZAPAN,1080,960
,1015,9,6,10,ALVARO OBREGON,3549,URBANO(A),COLONIA,ERMITA TIZAPAN,1080,1067
,917,9,6,10,ALVARO OBREGON,3549,URBANO(A),COLONIA,PROGRESO TIZAPAN,1080,960
,1015,9,6,10,ALVARO OBREGON,3550,URBANO(A),COLONIA,ERMITA TIZAPAN,1080,1067
,917,9,6,10,ALVARO OBREGON,3551,URBANO(A),COLONIA,PROGRESO TIZAPAN,1080,960
,917,9,6,10,ALVARO OBREGON,3552,URBANO(A),COLONIA,PROGRESO TIZAPAN,1080,960
,892,9,6,10,ALVARO OBREGON,3553,URBANO(A),COLONIA,LOMAS DE SAN ANGEL INN,1790,933
,897,9,6,10,ALVARO OBREGON,3553,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,889,9,6,10,ALVARO OBREGON,3554,URBANO(A),COLONIA,LOMAS DE LOS ANGELES TETELPAN,1790,930
,897,9,6,10,ALVARO OBREGON,3554,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,913,9,6,10,ALVARO OBREGON,3554,URBANO(A),CONJUNTO HABITACIONAL,OMEGA,1780,956
,910,9,6,10,ALVARO OBREGON,3555,URBANO(A),COLONIA,TIZAMPAMPANO,1780,952
,897,9,6,10,ALVARO OBREGON,3556,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,906,9,6,10,ALVARO OBREGON,3556,URBANO(A),COLONIA,SAN JOSE DEL OLIVAR,1780,948
,902,9,6,10,ALVARO OBREGON,3557,URBANO(A),VILLA,MONTSE PINOS,1780,943
,897,9,6,10,ALVARO OBREGON,3557,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,484,9,6,10,ALVARO OBREGON,3563,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,483,9,6,10,ALVARO OBREGON,3564,URBANO(A),COLONIA,RINCON DE LA BOLSA,1849,502
,484,9,6,10,ALVARO OBREGON,3565,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,484,9,6,10,ALVARO OBREGON,3566,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,484,9,6,10,ALVARO OBREGON,3567,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,484,9,6,10,ALVARO OBREGON,3568,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,484,9,6,10,ALVARO OBREGON,3569,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,484,9,6,10,ALVARO OBREGON,3570,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,484,9,6,10,ALVARO OBREGON,3571,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,903,9,6,10,ALVARO OBREGON,3572,URBANO(A),COLONIA,LA ANGOSTURA,1770,944
,484,9,6,10,ALVARO OBREGON,3572,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,897,9,6,10,ALVARO OBREGON,3573,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,899,9,6,10,ALVARO OBREGON,3573,URBANO(A),CONJUNTO HABITACIONAL,REAL DE LEONES,1770,940
,2036,9,6,10,ALVARO OBREGON,3573,URBANO(A),CONJUNTO HABITACIONAL,SAN JAVIER,1080,2180
,903,9,6,10,ALVARO OBREGON,3575,URBANO(A),COLONIA,LA ANGOSTURA,1770,944
,897,9,6,10,ALVARO OBREGON,3575,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,911,9,6,10,ALVARO OBREGON,3576,URBANO(A),FRACCIONAMIENTO,CASA DE CAMPO,1780,954
,912,9,6,10,ALVARO OBREGON,3576,URBANO(A),RESIDENCIAL,MARIA ISABEL,1780,955
,897,9,6,10,ALVARO OBREGON,3576,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,897,9,6,10,ALVARO OBREGON,3577,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,917,9,6,10,ALVARO OBREGON,3578,URBANO(A),COLONIA,PROGRESO TIZAPAN,1080,960
,486,9,6,10,ALVARO OBREGON,3579,URBANO(A),COLONIA,LOMAS DE LOS CEDROS,1870,508
,484,9,6,10,ALVARO OBREGON,3579,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,486,9,6,10,ALVARO OBREGON,3580,URBANO(A),COLONIA,LOMAS DE LOS CEDROS,1870,508
,477,9,6,10,ALVARO OBREGON,3581,URBANO(A),COLONIA,LOMAS DE LA ERA,1860,494
,487,9,6,10,ALVARO OBREGON,3581,URBANO(A),PUEBLO,SAN BARTOLO AMEYALCO,1800,510
,484,9,6,10,ALVARO OBREGON,3581,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,477,9,6,10,ALVARO OBREGON,3590,URBANO(A),COLONIA,LOMAS DE LA ERA,1860,494
,486,9,6,10,ALVARO OBREGON,3591,URBANO(A),COLONIA,LOMAS DE LOS CEDROS,1870,508
,486,9,6,10,ALVARO OBREGON,3592,URBANO(A),COLONIA,LOMAS DE LOS CEDROS,1870,508
,2134,9,6,10,ALVARO OBREGON,3593,URBANO(A),COLONIA,AMPL TLACOYAQUE,1858,2287
,477,9,6,10,ALVARO OBREGON,3593,URBANO(A),COLONIA,LOMAS DE LA ERA,1860,494
,476,9,6,10,ALVARO OBREGON,3593,URBANO(A),BARRIO,TLACOYAQUE,1859,493
,2133,9,6,10,ALVARO OBREGON,3593,URBANO(A),COLONIA,TLACOYAQUE,1859,2286
,2134,9,6,10,ALVARO OBREGON,3595,URBANO(A),COLONIA,AMPL TLACOYAQUE,1858,2287
,474,9,6,10,ALVARO OBREGON,3595,URBANO(A),COLONIA,LOMAS DE CHAMONTOYA,1857,490
,2363,9,6,10,ALVARO OBREGON,3595,URBANO(A),COLONIA,PARAJE EL CABALLITO,1860,3437
,474,9,6,10,ALVARO OBREGON,3596,URBANO(A),COLONIA,LOMAS DE CHAMONTOYA,1857,490
,477,9,6,10,ALVARO OBREGON,3596,URBANO(A),COLONIA,LOMAS DE LA ERA,1860,494
,2133,9,6,10,ALVARO OBREGON,3596,URBANO(A),COLONIA,TLACOYAQUE,1859,2286
,477,9,6,10,ALVARO OBREGON,3597,URBANO(A),COLONIA,LOMAS DE LA ERA,1860,494
,477,9,6,10,ALVARO OBREGON,3598,URBANO(A),COLONIA,LOMAS DE LA ERA,1860,494
,479,9,6,10,ALVARO OBREGON,3598,URBANO(A),COLONIA,SAN BERNABE OCOTEPEC,10300,497
,477,9,6,10,ALVARO OBREGON,3599,URBANO(A),COLONIA,LOMAS DE LA ERA,1860,494
,2365,9,6,10,ALVARO OBREGON,3601,URBANO(A),COLONIA,LOMAS DE CAPULIN,1860,3439
,474,9,6,10,ALVARO OBREGON,3601,URBANO(A),COLONIA,LOMAS DE CHAMONTOYA,1857,490
,2363,9,6,10,ALVARO OBREGON,3601,URBANO(A),COLONIA,PARAJE EL CABALLITO,1860,3437
,484,9,6,10,ALVARO OBREGON,3606,URBANO(A),COLONIA,TORRES DE POTRERO,1840,503
,2365,9,6,10,ALVARO OBREGON,3607,URBANO(A),COLONIA,LOMAS DE CAPULIN,1860,3439
,2366,9,6,10,ALVARO OBREGON,3607,URBANO(A),AMPLIACION,LOMAS DE SAN BERNABE,10369,3440
,897,9,6,10,ALVARO OBREGON,3608,URBANO(A),COLONIA,OLIVAR DE LOS PADRES,1800,938
,477,9,6,10,ALVARO OBREGON,5560,URBANO(A),COLONIA,LOMAS DE LA ERA,1860,494
,474,9,6,10,ALVARO OBREGON,5561,URBANO(A),COLONIA,LOMAS DE CHAMONTOYA,1857,490
,903,9,6,10,ALVARO OBREGON,5621,URBANO(A),COLONIA,LA ANGOSTURA,1770,944
,903,9,6,10,ALVARO OBREGON,5622,URBANO(A),COLONIA,LA ANGOSTURA,1770,944
,159,9,7,5,GUSTAVO A. MADERO,1153,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 2A SECCION,7839,162
,159,9,7,5,GUSTAVO A. MADERO,1154,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 2A SECCION,7839,162
,159,9,7,5,GUSTAVO A. MADERO,1155,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 2A SECCION,7839,162
,2174,9,7,5,GUSTAVO A. MADERO,1155,URBANO(A),COLONIA,SAN PEDRO EL CHICO,7480,2330
,159,9,7,5,GUSTAVO A. MADERO,1156,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 2A SECCION,7839,162
,159,9,7,5,GUSTAVO A. MADERO,1157,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 2A SECCION,7839,162
,159,9,7,5,GUSTAVO A. MADERO,1158,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 2A SECCION,7839,162
,159,9,7,5,GUSTAVO A. MADERO,1159,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 2A SECCION,7839,162
,167,9,7,5,GUSTAVO A. MADERO,1159,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,159,9,7,5,GUSTAVO A. MADERO,1160,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 2A SECCION,7839,162
,167,9,7,5,GUSTAVO A. MADERO,1160,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,159,9,7,5,GUSTAVO A. MADERO,1168,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 2A SECCION,7839,162
,167,9,7,5,GUSTAVO A. MADERO,1168,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,170,9,7,5,GUSTAVO A. MADERO,1168,URBANO(A),UNIDAD HABITACIONAL,SAN JUAN DE ARAGON 1A SECCION,7969,173
,167,9,7,5,GUSTAVO A. MADERO,1169,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,167,9,7,5,GUSTAVO A. MADERO,1170,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,167,9,7,5,GUSTAVO A. MADERO,1171,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,167,9,7,5,GUSTAVO A. MADERO,1172,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,167,9,7,5,GUSTAVO A. MADERO,1173,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,167,9,7,5,GUSTAVO A. MADERO,1188,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,743,9,7,5,GUSTAVO A. MADERO,1188,URBANO(A),COLONIA,NUEVA TENOCHTITLAN,7890,776
,167,9,7,5,GUSTAVO A. MADERO,1189,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,743,9,7,5,GUSTAVO A. MADERO,1189,URBANO(A),COLONIA,NUEVA TENOCHTITLAN,7890,776
,167,9,7,5,GUSTAVO A. MADERO,1190,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,743,9,7,5,GUSTAVO A. MADERO,1190,URBANO(A),COLONIA,NUEVA TENOCHTITLAN,7890,776
,743,9,7,5,GUSTAVO A. MADERO,1191,URBANO(A),COLONIA,NUEVA TENOCHTITLAN,7890,776
,743,9,7,5,GUSTAVO A. MADERO,1192,URBANO(A),COLONIA,NUEVA TENOCHTITLAN,7890,776
,743,9,7,5,GUSTAVO A. MADERO,1193,URBANO(A),COLONIA,NUEVA TENOCHTITLAN,7890,776
,743,9,7,5,GUSTAVO A. MADERO,1203,URBANO(A),COLONIA,NUEVA TENOCHTITLAN,7890,776
,743,9,7,5,GUSTAVO A. MADERO,1204,URBANO(A),COLONIA,NUEVA TENOCHTITLAN,7890,776
,152,9,7,5,GUSTAVO A. MADERO,1205,URBANO(A),COLONIA,EX-ESCUELA DE TIRO,7960,155
,167,9,7,5,GUSTAVO A. MADERO,1205,URBANO(A),COLONIA,GERTRUDIS SANCHEZ 3A SECCION,7839,170
,742,9,7,5,GUSTAVO A. MADERO,1205,URBANO(A),COLONIA,LA MALINCHE,7899,775
,743,9,7,5,GUSTAVO A. MADERO,1205,URBANO(A),COLONIA,NUEVA TENOCHTITLAN,7890,776
,742,9,7,5,GUSTAVO A. MADERO,1206,URBANO(A),COLONIA,LA MALINCHE,7899,775
,742,9,7,5,GUSTAVO A. MADERO,1207,URBANO(A),COLONIA,LA MALINCHE,7899,775
,742,9,7,5,GUSTAVO A. MADERO,1208,URBANO(A),COLONIA,LA MALINCHE,7899,775
,742,9,7,5,GUSTAVO A. MADERO,1209,URBANO(A),COLONIA,LA MALINCHE,7899,775
,227,9,7,5,GUSTAVO A. MADERO,1231,URBANO(A),COLONIA,JUAN GONZALEZ ROMERO,7410,230
,227,9,7,5,GUSTAVO A. MADERO,1232,URBANO(A),COLONIA,JUAN GONZALEZ ROMERO,7410,230
,227,9,7,5,GUSTAVO A. MADERO,1233,URBANO(A),COLONIA,JUAN GONZALEZ ROMERO,7410,230
,227,9,7,5,GUSTAVO A. MADERO,1234,URBANO(A),COLONIA,JUAN GONZALEZ ROMERO,7410,230
,227,9,7,5,GUSTAVO A. MADERO,1235,URBANO(A),COLONIA,JUAN GONZALEZ ROMERO,7410,230
,2169,9,7,5,GUSTAVO A. MADERO,1235,URBANO(A),COLONIA,NUEVA ATZACOALCO,7420,2325
,227,9,7,5,GUSTAVO A. MADERO,1236,URBANO(A),COLONIA,JUAN GONZALEZ ROMERO,7410,230
,227,9,7,5,GUSTAVO A. MADERO,1237,URBANO(A),COLONIA,JUAN GONZALEZ ROMERO,7410,230
,2410,9,7,5,GUSTAVO A. MADERO,1327,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1328,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1329,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1330,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1331,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1332,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1333,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1334,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1335,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1336,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1337,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1338,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1339,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1340,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1341,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,36,9,7,5,GUSTAVO A. MADERO,1342,URBANO(A),COLONIA,25 DE JULIO,7520,37
,2410,9,7,5,GUSTAVO A. MADERO,1342,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,36,9,7,5,GUSTAVO A. MADERO,1343,URBANO(A),COLONIA,25 DE JULIO,7520,37
,2410,9,7,5,GUSTAVO A. MADERO,1343,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,36,9,7,5,GUSTAVO A. MADERO,1344,URBANO(A),COLONIA,25 DE JULIO,7520,37
,2410,9,7,5,GUSTAVO A. MADERO,1344,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1345,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1346,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1347,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1348,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,60,9,7,5,GUSTAVO A. MADERO,1349,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,2410,9,7,5,GUSTAVO A. MADERO,1349,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1350,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1351,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1352,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1353,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1354,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1355,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1356,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1357,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,2410,9,7,5,GUSTAVO A. MADERO,1358,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,71,9,7,5,GUSTAVO A. MADERO,1359,URBANO(A),COLONIA,CAMPESTRE ARAGON,7530,74
,2410,9,7,5,GUSTAVO A. MADERO,1359,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,71,9,7,5,GUSTAVO A. MADERO,1360,URBANO(A),COLONIA,CAMPESTRE ARAGON,7530,74
,2410,9,7,5,GUSTAVO A. MADERO,1360,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,71,9,7,5,GUSTAVO A. MADERO,1361,URBANO(A),COLONIA,CAMPESTRE ARAGON,7530,74
,2410,9,7,5,GUSTAVO A. MADERO,1361,URBANO(A),COLONIA,SAN FELIPE DE JESUS,7510,3483
,71,9,7,5,GUSTAVO A. MADERO,1362,URBANO(A),COLONIA,CAMPESTRE ARAGON,7530,74
,60,9,7,5,GUSTAVO A. MADERO,1363,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1364,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1365,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1366,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1367,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1368,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1369,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1370,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1371,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1372,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1373,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1374,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1375,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1376,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,60,9,7,5,GUSTAVO A. MADERO,1377,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,71,9,7,5,GUSTAVO A. MADERO,1378,URBANO(A),COLONIA,CAMPESTRE ARAGON,7530,74
,60,9,7,5,GUSTAVO A. MADERO,1378,URBANO(A),COLONIA,PROVIDENCIA,7550,63
,71,9,7,5,GUSTAVO A. MADERO,1379,URBANO(A),COLONIA,CAMPESTRE ARAGON,7530,74
,71,9,7,5,GUSTAVO A. MADERO,1380,URBANO(A),COLONIA,CAMPESTRE ARAGON,7530,74
,71,9,7,5,GUSTAVO A. MADERO,1381,URBANO(A),COLONIA,CAMPESTRE ARAGON,7530,74
,71,9,7,5,GUSTAVO A. MADERO,1382,URBANO(A),COLONIA,CAMPESTRE ARAGON,7530,74
,71,9,7,5,GUSTAVO A. MADERO,1383,URBANO(A),COLONIA,CAMPESTRE ARAGON,7530,74
,62,9,7,5,GUSTAVO A. MADERO,1384,URBANO(A),UNIDAD HABITACIONAL,LA ESMERALDA,7549,65
,133,9,7,5,GUSTAVO A. MADERO,1384,URBANO(A),UNIDAD HABITACIONAL,U INFONAVIT ESMERALDA,7540,3693
,70,9,7,5,GUSTAVO A. MADERO,1386,URBANO(A),UNIDAD HABITACIONAL,EL MILAGRO,7548,73
,9,9,7,5,GUSTAVO A. MADERO,1386,URBANO(A),UNIDAD HABITACIONAL,FRENTE LA ESMERALDA,7548,3569
,69,9,7,5,GUSTAVO A. MADERO,1386,URBANO(A),COLONIA,LA ESMERALDA,7540,72
,71,9,7,5,GUSTAVO A. MADERO,1387,URBANO(A),COLONIA,CAMPESTRE ARAGON,7530,74
,70,9,7,5,GUSTAVO A. MADERO,1387,URBANO(A),UNIDAD HABITACIONAL,EL MILAGRO,7548,73
,69,9,7,5,GUSTAVO A. MADERO,1387,URBANO(A),COLONIA,LA ESMERALDA,7540,72
